3.0,2.0,-58.3 , -54.3 , -66.7 , -66.4 , -77.6 , -72.0 , -78.0 , -71.5
3.6,2.0,-56.6 , -54.9 , -64.1 , -72.0 , -71.0 , -73.0 , -72.1 , -72.3
4.2,2.0,-59.4 , -55.3 , -60.4 , -65.3 , -70.4 , -74.3 , -73.9 , -72.7
4.8,2.0,-63.2 , -60.7 , -50.8 , -69.3 , -69.3 , -70.7 , -77.2 , -72.9
5.4,2.0,-65.8 , -70.4 , -47.3 , -59.8 , -77.0 , -69.9 , -80.0 , -73.3
6.0,2.0,-62.4 , -63.1 , -57.2 , -56.9 , -67.1 , -70.3 , -76.8 , -70.9
6.6,2.0,-64.0 , -62.4 , -60.5 , -66.0 , -73.5 , -64.9 , -76.1 , -75.0
7.2,2.0,-61.7 , -59.9 , -63.1 , -61.9 , -69.2 , -67.2 , -71.9 , -72.5
7.8,2.0,-67.6 , -69.7 , -64.5 , -58.6 , -74.6 , -70.0 , -74.4 , -73.5
8.4,2.0,-68.5 , -64.6 , -65.3 , -62.7 , -74.6 , -66.5 , -74.3 , -72.3
9.0,2.0,-69.0 , -68.3 , -65.7 , -51.1 , -73.2 , -73.2 , -71.9 , -67.5
9.6,2.0,-68.0 , -61.2 , -69.7 , -47.0 , -71.2 , -72.7 , -71.1 , -74.6
10.2,2.0,-70.9 , -70.4 , -67.8 , -52.2 , -61.1 , -64.2 , -67.9 , -67.8
10.8,2.0,-65.3 , -67.9 , -66.2 , -50.4 , -67.4 , -65.7 , -70.0 , -67.0
11.4,2.0,-67.2 , -67.4 , -72.3 , -54.4 , -63.6 , -61.9 , -64.1 , -64.8
12.0,2.0,-70.5 , -68.5 , -75.4 , -55.9 , -61.9 , -61.6 , -67.2 , -66.6
12.6,2.0,-68.6 , -68.3 , -72.0 , -60.7 , -57.6 , -57.8 , -66.6 , -66.3
13.2,2.0,-72.5 , -69.8 , -75.3 , -64.8 , -51.5 , -58.3 , -63.9 , -63.7
13.8,2.0,-76.5 , -66.8 , -77.4 , -68.3 , -50.8 , -59.7 , -65.8 , -64.0
14.4,2.0,-78.3 , -69.6 , -73.6 , -69.6 , -47.1 , -56.8 , -62.2 , -55.8
15.0,2.0,-77.8 , -77.6 , nan , -67.8 , -50.6 , -56.5 , -63.2 , -60.7
15.6,2.0,-81.0 , -76.9 , nan , -75.4 , -59.0 , -59.0 , -59.4 , -57.0
16.2,2.0,-78.9 , -74.8 , nan , -75.2 , -58.6 , -58.3 , -58.0 , -57.1
16.8,2.0,-77.0 , -75.8 , -78.9 , -73.7 , -62.5 , -57.5 , -54.8 , -57.0
17.2,2.0,-82.0 , -77.2 , -82.0 , -66.6 , -68.4 , -60.0 , -52.4 , -56.4
17.8,2.0,-81.0 , -79.0 , nan , -72.3 , -68.1 , -57.4 , -59.9 , -60.3
17.8,2.6,-81.5 , -80.6 , -81.2 , -74.8 , -65.4 , -58.0 , -60.2 , -55.2
17.2,2.6,-80.5 , nan , -82.0 , -77.5 , -66.9 , -58.6 , -63.5 , -52.7
16.8,2.6,nan , -79.0 , -79.8 , -71.4 , -64.9 , -58.8 , -56.8 , -55.3
16.2,2.6,-79.7 , -75.5 , -77.4 , -72.4 , -67.0 , -64.0 , -59.3 , -55.8
15.6,2.6,-80.0 , -76.4 , -79.0 , -75.1 , -61.6 , -66.0 , -59.7 , -54.1
15.0,2.6,-74.4 , -76.7 , nan , -77.2 , -65.0 , -60.1 , -56.6 , -56.0
14.4,2.6,-77.5 , nan , -81.0 , -78.5 , -71.5 , -59.0 , -60.2 , -58.2
14.4,3.2,nan , nan , nan , nan , -70.9 , -61.8 , -60.1 , -59.9
15.0,3.2,nan , nan , nan , -74.6 , -70.1 , -60.2 , -61.0 , -51.8
15.6,3.2,nan , nan , nan , -72.8 , -69.9 , -61.7 , -58.4 , -54.0
16.2,3.2,-78.9 , -80.0 , nan , -78.8 , -68.0 , -56.4 , -59.1 , -50.0
16.8,3.2,-76.7 , -78.5 , nan , -72.5 , -68.9 , -62.8 , -57.7 , -51.9
17.4,3.2,-75.3 , nan , -79.9 , -72.1 , -69.6 , -58.4 , -57.5 , -49.6
18.0,3.2,nan , -75.8 , nan , -74.1 , -62.8 , -60.6 , -63.6 , -46.0
18.6,3.2,-78.7 , -79.1 , nan , -80.0 , -65.6 , -65.8 , -70.6 , -45.2
0.0,1.4,-57.6 , -61.6 , -71.1 , -73.5 , -75.1 , -73.0 , nan , -75.1
0.3,1.4,-55.9 , -59.0 , -68.4 , -68.6 , -76.0 , -74.3 , nan , -79.4
0.9,1.4,-54.0 , -58.4 , -71.7 , -73.3 , -73.2 , -75.0 , nan , -71.1
1.5,1.4,-52.1 , -58.3 , -68.6 , -75.2 , -73.4 , -75.4 , -80.9 , -72.6
2.1,1.4,-54.6 , -52.6 , -70.9 , -69.2 , -76.6 , nan , -77.6 , -79.5
2.7,1.4,-54.7 , -50.0 , -63.2 , -75.8 , -76.3 , -84.0 , -77.7 , -75.1
3.3,1.4,-59.0 , -51.9 , -60.0 , -67.6 , -75.3 , -75.5 , -76.1 , -74.5
3.9,1.4,-68.3 , -52.3 , -60.8 , -68.4 , -74.8 , -72.0 , -74.7 , -67.4
4.5,1.4,-62.8 , -55.9 , -64.3 , -72.1 , -77.9 , -76.2 , nan , -67.5
5.1,1.4,-64.7 , -61.1 , -58.3 , -67.0 , -77.0 , -76.7 , -81.6 , -68.3
5.7,1.4,-65.8 , -61.0 , -51.7 , -64.6 , -79.0 , -69.2 , -76.3 , -68.3
6.3,1.4,-65.1 , -66.0 , -52.5 , -62.3 , -72.6 , -67.9 , -75.8 , -67.4
6.9,1.4,-61.7 , -63.1 , -55.5 , -61.2 , -74.6 , -71.2 , -73.7 , -72.1
7.5,1.4,-73.1 , -64.6 , -58.1 , -55.2 , -66.6 , -70.6 , -75.6 , -70.1
8.1,1.4,-63.6 , -69.4 , -61.0 , -58.0 , -73.4 , -65.5 , -78.7 , -68.3
8.7,1.4,-69.1 , -66.9 , -66.8 , -56.5 , -69.5 , -67.4 , -74.9 , -70.2
9.3,1.4,-78.7 , -73.1 , -69.7 , -61.8 , -69.3 , -65.2 , -69.0 , -68.0
9.9,1.4,-74.9 , -76.8 , -72.2 , -55.0 , -68.6 , -64.1 , -67.6 , -74.0
10.5,1.4,-76.4 , -75.3 , -73.4 , -52.5 , -65.9 , -65.0 , -73.5 , -63.4
11.1,1.4,-74.0 , -71.9 , -76.3 , -53.4 , -62.1 , -59.2 , -69.5 , -73.1
11.7,1.4,-79.0 , -70.1 , -69.6 , -55.2 , -65.1 , -59.7 , -68.4 , -63.7
12.3,1.4,-78.2 , -73.8 , -73.2 , -60.1 , -63.7 , -56.1 , -65.7 , -59.4
12.9,1.4,-75.2 , -76.2 , -74.3 , -61.6 , -62.7 , -50.7 , -66.0 , -57.5
13.5,1.4,-79.0 , -75.5 , -76.5 , -64.1 , -53.5 , -50.0 , -60.1 , -59.7
14.1,1.4,-76.4 , -76.0 , -80.4 , -65.9 , -56.5 , -48.2 , -63.4 , -57.8
14.7,1.4,-76.2 , -74.1 , -79.2 , -68.2 , -52.2 , -50.0 , -55.4 , -61.1
15.3,1.4,-78.9 , -80.3 , -76.1 , -67.7 , -55.7 , -55.8 , -59.9 , -59.1
15.9,1.4,-78.7 , -79.2 , -79.3 , -69.8 , -56.2 , -52.8 , -55.1 , -56.4
16.5,1.4,nan , -79.5 , nan , -70.2 , -60.3 , -54.1 , -54.3 , -61.6
17.1,1.4,-80.0 , -79.0 , -79.7 , -70.2 , -61.1 , -52.6 , -51.1 , -58.0
17.7,1.4,nan , -78.8 , -79.6 , -69.4 , -63.2 , -59.8 , -57.6 , -67.4
0.0,0.66,-46.2 , -65.0 , -70.7 , -76.5 , -75.1 , -75.9 , -80.0 , -72.7
0.6,0.066,-54.0 , -63.8 , -71.2 , -70.3 , -77.3 , -78.9 , nan , -77.2
1.2,0.66,-50.3 , -60.8 , -67.1 , -73.1 , -74.4 , -76.5 , nan , -82.0
1.8,0.66,-57.5 , -59.8 , -66.9 , -72.8 , -76.2 , -79.2 , -81.0 , -76.6
2.4,0.66,-60.1 , -58.9 , -63.9 , -69.7 , -76.7 , -79.1 , -79.8 , -75.0
3.0,0.66,-62.2 , -53.5 , -62.1 , -70.6 , -73.4 , -76.1 , -78.7 , -75.7
3.6,0.66,-64.1 , -56.1 , -61.5 , -68.8 , -78.0 , -75.7 , -76.6 , -73.0
4.2,0.66,-59.9 , -56.5 , -61.3 , -64.6 , -78.1 , -76.3 , -76.5 , -71.7
4.8,0.66,-60.7 , -58.9 , -58.5 , -62.7 , -71.9 , -73.7 , -74.0 , -69.8
5.4,0.66,-61.3 , -61.6 , -60.4 , -58.8 , -70.6 , -72.2 , -78.8 , -67.5
6.0,0.66,-66.8 , -59.9 , -55.5 , -57.7 , -67.5 , -73.2 , -76.0 , -68.7
6.6,0.66,-63.8 , -63.7 , -59.2 , -59.6 , -69.4 , -75.1 , -79.2 , -72.0
7.2,0.66,-66.4 , -66.6 , -60.2 , -63.0 , -65.2 , -70.3 , -75.9 , -69.6
7.8,0.66,-75.3 , -66.9 , -64.7 , -65.4 , -69.4 , -69.2 , -71.0 , -65.4
8.4,0.66,-76.8 , -68.4 , -64.0 , -62.7 , -67.2 , -72.4 , -66.4 , -66.2
9.0,0.66,-71.0 , -64.6 , -65.0 , -61.0 , -66.8 , -69.9 , -76.4 , -69.4
